ruta,longitud,latitud
1001,-75.56672347,6.346642002
1001,-75.56656962,6.346102367
1001,-75.56650229,6.345864865
1001,-75.56634974,6.345710014
1001,-75.56612108,6.345559401
1001,-75.56570325,6.345341917
1001,-75.56480402,6.344880621
1001,-75.56472829,6.344892822
1001,-75.5644752,6.345819215
1001,-75.56445946,6.345870218
1001,-75.56448994,6.345883258
1001,-75.56464124,6.345971876
